"","A","B","C","D","E","F","G","H","I"
"A0LFF8",5.15683,4.960792,5.362909,5.279042,5.0516495,4.425301,5.0516495,5.2020145,5.029434
"Q74BJ0",6.0804525,5.312005,5.4585745,5.083787,5.54820225,5.29077,5.54820225,5.252728,5.1323545
"Q749W8",4.739573,5.435819,5.4040515,5.322246,4.8392525,4.90695,4.8392525,5.5818915,5.0804605
"Q74BG2",4.924591,5.657682,5.3770435,4.88864,4.9841115,5.557928,4.9841115,5.702113,5.002285
"A0LHK2",4.9831315,4.949053,5.127179,5.580154,4.88086725,5.15556,4.88086725,4.9975965,4.962571
"Q749S7",4.847882,6.221153,5.720489,5.154986,4.999076,5.06788,4.999076,6.1909005,5.0832075
"Q74BF1",7.7385605,7.668926,7.648969,8.042064,7.83282925,7.81187,7.83282925,7.669168,7.9035605
"I7EEY1",4.8787185,5.466829,5.446203,5.020725,4.92822975,5.037757,4.92822975,5.43307,4.9268865
"Q74CL8",5.77373,5.132893,5.32661,5.823063,5.7103265,5.547812,5.7103265,5.184375,5.8153835
"Q74CN9",7.4674045,6.192957,6.005941,7.124243,7.39892925,7.305953,7.39892925,6.1381225,7.2624165
"Q74GW3",5.1065175,5.397238,5.3783195,5.427802,5.10839175,4.984868,5.10839175,5.5300615,5.320728
"Q74GB8",6.6225165,6.602787,6.3992465,6.475947,6.63090675,6.148386,6.63090675,6.578541,6.3526865
"Q74BS3",5.3349905,5.547929,5.3218635,5.357958,5.30438925,5.245365,5.30438925,5.326479,5.2409865
"A0A0D5N6D1",8.4911815,7.831882,7.819099,8.378725,8.45054875,8.517328,8.45054875,7.795722,8.408024
"Q74C11",4.6895665,5.194427,5.237013,5.032417,4.77090775,5.024552,4.77090775,5.212448,5.0085035
"Q74FZ5",5.4572955,5.394929,5.4807715,5.39585,5.44128425,4.785545,5.44128425,5.347519,5.3369815
"Q74AY2",5.971388,5.523993,5.5329555,5.526945,5.555904,5.398612,5.555904,5.271363,5.5061055
"Q74FM6",8.3279285,7.49809,7.437862,8.057857,8.24863975,8.138144,8.24863975,7.486175,8.150621
"Q747K8",5.332435,5.444387,5.33209,5.199091,5.252344,4.548079,5.252344,5.1936195,5.0931615
"Q74DK3",5.8734765,5.288575,5.473059,5.290979,5.82558925,5.000313,5.82558925,5.3416345,5.3242065
"Q74AT3",7.004985,7.084326,7.1069115,7.133091,6.939077,7.091033,6.939077,7.064668,7.1472895
"A0LLF4",4.7559755,4.958101,5.024128,5.114318,4.71472725,4.885714,4.71472725,5.2427925,4.980784
"Q747S2",6.5675375,6.705616,6.6085225,6.818008,6.59174925,6.460296,6.59174925,6.6346255,6.7153535
"A0LJM5",4.9664255,4.986961,5.3122155,5.241356,5.01630225,5.014605,5.01630225,5.061373,5.1152195
"Q74F88",4.8669675,5.267808,5.397878,5.129785,4.99571375,4.893408,4.99571375,5.297003,5.08271
"Q74GY2",8.6271025,9.092335,9.070602,8.87328,8.68866675,8.741742,8.68866675,9.0854505,8.757793
"Q74BE1",7.276267,7.453578,7.38605,7.404047,7.237132,7.235402,7.237132,7.407983,7.413573
"Q74DW0",5.6682435,4.764007,4.983521,5.402066,6.08247575,5.414425,6.08247575,5.067557,5.3900595
"Q74C83",7.1989625,6.13969,6.18366,6.684253,7.22970775,6.533874,7.22970775,6.307913,6.6525745
"Q74G09",5.6849425,5.708278,5.593748,5.203938,5.60801925,5.439845,5.60801925,5.5767305,4.7660775
"Q748R1",7.284966,7.672791,7.6985045,6.956908,7.2879675,6.81191,7.2879675,7.5831525,7.015771
"Q748L0",6.42962,6.512204,6.0605165,6.430672,6.3827095,6.50147,6.3827095,6.401153,6.471858
"Q74FH6",4.9957865,5.230991,5.415856,4.843157,5.14807875,4.865144,5.14807875,5.5201435,5.029894
"A0A0D5N6W8",6.3700695,5.42848,5.207267,6.569023,6.27927375,6.285985,6.27927375,5.3796095,6.45949
"Q74CF2",5.791719,6.002512,5.949431,4.923134,5.9245975,5.222286,5.9245975,6.064322,5.266279
"Q74CR3",7.3968015,7.689575,7.660052,7.612996,7.33955325,7.433994,7.33955325,7.71947,7.5226295
"Q74CB0",6.3363345,6.447716,6.388699,6.729634,6.31058575,6.38739,6.31058575,6.3201,6.5490165
"Q748K2",5.7147255,5.196258,5.2336,5.181387,5.52565275,5.002876,5.52565275,5.283695,5.023801
"Q74EV3",6.4111915,5.039999,5.435946,5.571231,6.24765125,5.556483,6.24765125,5.2247155,5.5490565
"Q74BD3",7.0811655,6.16563,6.168737,7.01102,7.05323575,6.980222,7.05323575,6.255492,6.999207
"Q74DH1",6.138524,5.815013,5.7686835,5.247044,6.2301955,5.630102,6.2301955,5.5233245,5.3230345
"Q749F7",5.0199975,4.90312,5.053309,4.781105,4.84054075,5.246902,4.84054075,5.2565385,4.7178215
"Q74AY3",5.602563,5.493339,5.5217455,5.279835,5.2004955,5.293692,5.2004955,5.6806895,5.3166355
"Q746Z9",5.6107575,5.732726,5.627354,5.110196,5.59860475,5.207185,5.59860475,5.351698,4.895596
"A0A0D5N8U9",4.7600535,5.314881,5.20943,4.816086,4.72883775,4.835626,4.72883775,5.4682535,4.9770405
"Q74F30",5.278288,7.284296,6.1470635,4.873439,5.3339255,4.875882,5.3339255,7.137768,5.061024
"Q747F0",4.51332,5.238129,5.2701215,4.985411,4.905654,5.392119,4.905654,5.517164,4.8708035
"Q74CZ9",7.4276995,6.928872,6.736978,7.073865,7.38977675,7.21381,7.38977675,6.855658,7.137713
"Q74FA7",4.9905445,4.90527,5.156825,4.79204,5.14016575,4.925624,5.14016575,5.2744055,5.0605775
"A0A0D5N7L7",5.746865,6.26019,6.1943595,5.990277,5.7420925,5.948565,5.7420925,6.3559805,5.976529
"Q74F34",5.3588135,5.502687,5.485757,5.759288,5.35089425,5.307475,5.35089425,5.504237,5.246153
"Q74EH5",6.986652,7.309694,7.2745345,7.294069,6.8854135,7.178516,6.8854135,7.284644,7.1972195
"Q74ET5",6.882876,7.151462,7.1764435,7.193681,6.844219,6.79814,6.844219,7.161594,7.054163
"Q74DV5",5.2989235,5.31283,5.2982425,4.724505,5.42889425,4.9863,5.42889425,5.227694,4.8775525
"Q749P4",5.3756175,5.688838,5.3456065,5.511027,5.51931975,5.057566,5.51931975,5.6031785,5.3186675
"Q74G71",5.2710625,5.808625,5.5733675,4.853683,5.35978525,4.999064,5.35978525,5.640838,4.7855895
"Q74AM7",5.395658,5.949785,5.982719,5.974972,5.438163,6.211948,5.438163,5.930703,6.1824765
"Q74AJ6",4.8538955,5.482012,5.27773,5.198451,5.05332725,5.213305,5.05332725,5.4894815,4.909955
"A0A0D5NAM2",4.8753425,5.170654,5.3134645,4.723611,4.99935225,5.123403,4.99935225,5.5138335,4.734506
"Q74B51",5.3651785,5.996183,5.695028,5.00727,5.10398075,5.177444,5.10398075,5.5202755,5.136697
"Q746S4",5.9077295,5.791291,5.713018,6.109781,5.89070825,5.922404,5.89070825,5.4536075,6.0570295
"Q74DW3",4.762018,5.72001,5.3919595,5.400683,4.8240375,5.413059,4.8240375,5.2787765,5.1867175
"Q74BJ1",7.888433,7.005781,6.640004,7.82258,7.7802655,7.964693,7.7802655,6.7228015,7.860672
"A0A0D5N636",5.0948465,5.244756,5.341178,4.971872,5.14288075,4.90005,5.14288075,5.342631,5.5901295
"Q74BV4",5.3471325,5.21643,5.4037805,5.752164,5.32782725,5.24085,5.32782725,5.338293,5.5902465
"Q74BL5",4.803415,5.242728,5.2981865,4.370809,4.9175405,5.203295,4.9175405,5.365673,4.660482
"Q74BR8",5.6910405,5.980308,5.92122,5.111799,5.82386375,5.618466,5.82386375,5.88941,5.3818775
"A0LH28",4.914559,5.877868,5.7299715,4.400671,4.942423,5.555362,4.942423,5.4663195,4.605829
"Q74AK9",5.0796585,5.241313,5.4057135,4.83195,5.03203225,4.851296,5.03203225,5.234684,4.9244195
"Q747W9",5.14786,4.912479,5.228248,4.804336,5.0177285,5.395826,5.0177285,5.010253,4.936264
"Q74F27",5.37802,8.423508,8.4308905,7.631119,5.562976,7.510049,5.562976,8.528791,7.625638
"Q749F1",5.160145,5.193973,5.2744155,5.324816,5.1859145,4.611107,5.1859145,5.3932315,5.2984395
"Q747I9",5.75793,5.569269,5.4953225,4.729055,6.030574,5.275012,6.030574,5.4007725,5.183642
"Q74BD6",5.9070195,5.028771,5.310367,5.797198,5.83015575,5.747295,5.83015575,4.963087,5.724359
"Q74FK4",5.7545495,6.646502,6.6459425,5.534051,5.83717225,5.639098,5.83717225,6.4259885,5.5558175
"A0A0D5N7N2",5.028834,5.418815,5.2808155,5.025457,4.9949225,4.830829,4.9949225,5.4247625,4.932267
"Q74C66",7.66384,7.807325,7.845448,7.803839,7.6277695,7.670515,7.6277695,7.9116985,7.7621935
"A0LM18",5.0323295,5.278041,5.380409,5.192159,4.92468075,4.846012,4.92468075,5.3104125,5.0468615
"Q74DU3",5.099448,5.039928,5.042111,5.250857,4.8848915,4.744284,4.8848915,5.145771,5.085433
"Q74F86",5.0296835,5.268073,5.1851495,4.723094,5.13620475,5.161997,5.13620475,5.294466,5.074872
"A0A0D5N804",5.0756555,5.3017,5.2853075,4.949104,5.47585275,5.12635,5.47585275,5.20232,4.854878
"Q74CY5",5.293571,5.92626,5.98248,5.620053,5.6319635,5.764057,5.6319635,6.0623625,5.6082625
"Q74FK3",6.306046,5.053035,5.163377,5.151968,6.3676085,5.32847,6.3676085,5.218284,5.2631105
"Q74E97",5.1277525,5.261715,5.1844115,5.257727,5.04157325,5.072103,5.04157325,5.671261,5.1343525
"A0LJQ6",4.9254745,5.651181,5.677848,5.103411,4.91858925,4.752467,4.91858925,5.655861,5.0984555
"Q74AU9",5.577102,5.617522,5.4365915,5.487478,5.18417,5.306888,5.18417,5.295037,5.4779715
"Q74CM3",5.5142635,6.471966,6.3058125,5.438669,5.62122325,5.523734,5.62122325,6.4788085,5.55174
"CON__sp|P19013|K2C4_HUMAN",5.245279,5.785104,5.424494,5.386381,5.085715,4.801073,5.085715,5.4820915,5.066004
"Q74D90",5.138115,5.474381,5.5874575,5.291649,5.0599465,4.799144,5.0599465,5.2608845,5.1422105
"Q74EW8",5.84524,5.476474,5.4686105,5.49389,5.850676,5.244549,5.850676,5.465748,5.528341
"Q74DF5",5.193388,5.502772,5.6843905,4.783935,4.5405055,5.21958,4.5405055,5.1710115,5.0074165
"Q746R2",6.3432445,5.065261,5.1603865,6.214658,6.28124425,6.259092,6.28124425,5.0042865,5.433318
"Q74CF7",7.634341,6.387336,6.3293215,6.327359,7.6398375,6.395693,7.6398375,6.5029795,6.309586
"CON__sp|Q9NSB2|KRT84_HUMAN",4.881092,5.081325,5.305865,4.90352,4.9252325,5.160236,4.9252325,5.233851,5.1069595
"Q74AK7",5.4611935,5.716346,5.9887685,5.292411,5.44914675,5.327134,5.44914675,6.0532165,5.2478445
"Q74BY7",5.937813,5.958817,5.736729,5.705727,5.9364535,5.024467,5.9364535,5.9548635,5.6963425
"A0A0D5N2Z2",5.1260465,4.707791,5.1207535,4.593004,4.97469025,5.19212,4.97469025,5.0293455,4.821972
"Q74EH9",4.954121,5.412872,5.4443025,4.711195,4.9410145,4.824385,4.9410145,5.383692,4.967498
"Q748W4",6.929087,6.845879,6.9538165,6.565954,6.8916145,6.73996,6.8916145,6.8267915,6.456642
"Q74BI2",5.1759935,5.469128,5.50805,4.716624,5.20745525,4.737383,5.20745525,5.3089365,4.805376
"Q74CA5",5.4494405,5.828389,5.7361485,5.699465,5.31979775,4.40551,5.31979775,5.792809,5.2784455
"Q748J2",4.965668,5.664755,5.394884,4.671037,5.0979535,5.259703,5.0979535,5.454463,4.785924
"Q746U5",6.9539915,6.692626,6.7141205,6.980567,6.89814425,6.858639,6.89814425,6.644221,6.9571335
"Q74CJ5",6.1166915,5.775578,5.563248,5.793029,5.95779525,5.680462,5.95779525,5.644519,5.730124
"Q749P6",6.6954975,6.913851,6.8656685,7.128819,6.69601875,6.725642,6.69601875,6.830196,6.950871
"Q74AV2",4.814616,5.605941,5.6746355,5.110461,4.815511,4.48005,4.815511,5.6248685,5.249333
"Q74A94",6.7106335,6.291679,6.393035,7.09968,6.79823775,6.942747,6.79823775,5.807442,6.9762235
"A0LKS4",4.8285625,5.265814,5.369966,5.052809,4.85252475,4.96655,4.85252475,5.131475,4.80444
"Q74EH3",6.0133365,5.930567,5.6179565,6.165749,5.91834325,6.088915,5.91834325,5.9130195,6.067785
"Q747Y2",7.0891055,7.355624,7.304372,7.050651,7.02598575,7.171082,7.02598575,7.36799,7.1330915
"Q74EP1",6.6687895,5.915125,5.686193,6.71597,6.66983775,6.667985,6.66983775,6.018244,6.7123185
"Q748N4",4.633167,5.327069,5.250182,4.900524,4.6217325,5.040444,4.6217325,5.34425,4.5848785
"Q74FY2",5.384627,5.375688,5.493296,4.91609,5.225979,4.872762,5.225979,5.1686605,5.073931
"Q74H89",7.107488,5.806146,5.6700795,7.136721,7.042912,7.001215,7.042912,5.672856,7.078955
"Q74AK8",6.223044,5.716838,5.6549285,6.384174,6.205972,6.333266,6.205972,5.6499845,6.3320685
"Q74H03",5.957255,5.566946,5.5113565,4.838194,5.799275,4.809822,5.799275,5.354858,5.026373
"Q74FN6",4.666763,5.535308,5.2665815,5.263706,4.7812025,4.854652,4.7812025,5.412608,4.9615395
"Q749F4",5.070803,5.360151,5.3030985,4.995193,5.0381005,5.075491,5.0381005,5.2463325,4.5255915
"Q74ER4",5.456799,5.199884,5.2248855,5.055829,5.494324,5.239013,5.494324,5.1001895,5.1508225
"Q74BE0",6.2715225,5.145157,5.188435,5.867108,6.20443825,6.221936,6.20443825,5.262758,6.037936
"A0LLG8",4.75932,5.427665,5.3534115,5.012728,4.8632575,4.947013,4.8632575,5.523026,4.8465295
"Q74AI7",5.7483915,6.143077,6.104832,5.863216,5.78884775,5.987698,5.78884775,6.1966755,5.9243305
"Q74EL5",5.083426,5.454837,5.4030065,5.220909,5.2727945,5.194974,5.2727945,5.560449,5.0770005
"Q74C37",5.629277,5.097053,5.1768305,5.082811,5.399748,5.387602,5.399748,5.2102385,4.887106
"CON__sp|Q9NSB4|KRT82_HUMAN",5.365989,5.142377,5.5625365,5.677917,5.206842,4.937018,5.206842,5.645536,5.2702865
"Q74CH2",4.9541125,5.070021,5.266215,4.672437,5.01118225,4.953144,5.01118225,5.0547115,4.8034045
"Q74FC4",5.0478655,5.256574,5.0874585,4.751772,5.01976375,5.232195,5.01976375,5.266913,4.809294
"Q74AA7",4.812386,5.156935,5.3506955,5.226338,4.9031345,4.879193,4.9031345,5.22768,5.1464815
"Q749H9",5.188089,5.468577,5.6165035,4.881309,5.129858,5.280183,5.129858,5.0485965,5.07826
"Q74G55",5.862076,5.919972,5.620307,5.962469,5.807212,6.03161,5.807212,5.940281,5.9905015
"Q74FD8",5.922694,5.796276,5.9346305,5.179892,5.6721655,5.20255,5.6721655,5.8651445,5.1369175
"Q748T9",5.236207,4.852366,5.0740595,6.197997,5.19922,5.443079,5.19922,4.949078,5.782548
"Q74GL1",7.0919765,5.867692,5.8740985,7.142515,7.01659975,6.947115,7.01659975,5.8090115,7.1016065
"Q74DF7",5.28529,5.301131,5.152831,5.497731,5.277495,4.811875,5.277495,5.2913565,5.4104295
"Q74AR7",6.542432,6.444809,6.4323495,6.373537,6.499133,6.359608,6.499133,6.405214,6.3058415
"Q74G91",5.2823745,5.35171,5.430069,5.236553,5.12180975,5.065079,5.12180975,5.462027,4.968905
"Q748E7",6.1593805,6.571662,6.4916325,6.022552,6.17045475,6.112236,6.17045475,6.6851285,6.0838585
"Q74ET3",5.2968685,5.223722,5.2099155,4.882737,5.02256425,5.018633,5.02256425,5.147504,4.7770785
"A0LFM7",4.875008,5.602733,5.4856085,5.530919,4.924015,5.04719,4.924015,5.466561,5.129547
"Q74FC3",6.906366,7.068446,7.012739,6.960276,6.9257845,6.631028,6.9257845,7.0619695,6.84331
"Q74EH4",6.3723165,6.729238,6.620981,6.446723,6.30457775,6.581312,6.30457775,6.760461,6.4486555
"A0LHS6",5.023845,5.209722,5.3036505,4.574646,4.865007,5.286234,4.865007,5.269175,4.778533
"P60926",6.284817,6.635112,6.515289,5.854901,5.5303045,5.292908,5.5303045,6.5434645,5.7687715
"Q74CA1",5.417382,5.606102,5.6308605,5.635725,5.547663,5.706649,5.547663,5.3087285,5.539439
"Q74AE3",7.820943,6.483188,6.410024,7.67799,7.767284,7.664464,7.767284,6.5120025,7.703338
"Q747S4",6.485269,5.347642,5.5987375,6.315487,6.5670385,6.421933,6.5670385,5.390665,6.097581
"Q74EE5",6.7013535,5.248959,5.3218175,6.625683,6.68660525,4.73202,6.68660525,5.728915,6.485744
"Q74AG1",6.0365425,5.540267,5.5331935,5.348792,5.90027325,5.693498,5.90027325,5.690262,5.5546975
"Q747E9",7.1569365,7.632001,7.5979305,7.261453,7.23036875,7.051423,7.23036875,7.594784,7.188831
"Q74BJ5",6.169394,5.94536,5.9659585,4.956466,6.335069,6.171346,6.335069,5.9956935,5.452119
"Q74EN9",6.7755305,6.169528,5.7948485,6.630845,6.70713975,6.342837,6.70713975,5.96787,6.4940375
"Q74CG9",6.6594085,6.860871,6.720007,6.710997,6.63386025,6.81847,6.63386025,6.824548,6.7347125
"Q74F25",5.122407,7.058198,7.0435675,6.553543,5.00161,6.2801,5.00161,7.21584,6.465115
"Q74BT7",5.29255,5.31953,5.3407565,5.12257,5.5384625,5.180728,5.5384625,5.396268,5.099216
"P61185",7.9570895,6.795365,6.560009,7.598331,7.94609925,7.707332,7.94609925,6.747415,7.64479
"A0LMK6",4.9335795,5.218344,5.2388415,5.049821,4.94370725,4.816171,4.94370725,5.3993795,5.0605805
"Q749E8",7.464451,6.870842,6.863707,7.532079,7.430978,7.387515,7.430978,6.864768,7.455973
"Q74CQ2",5.0617315,6.24187,6.104751,4.380634,5.05743025,5.04295,5.05743025,6.2263485,4.8659
"Q74EJ9",6.204208,5.180773,5.2994065,5.126015,6.140315,4.882076,6.140315,5.395627,4.9206945
"Q74BN7",6.0974455,6.256212,6.1984545,6.441428,6.07218475,6.015946,6.07218475,6.349941,6.2618195
"Q74AI2",7.224635,7.312558,7.2711455,7.011486,7.169189,7.372046,7.169189,7.2537995,7.2323565
"Q74CP0",5.5773995,5.038701,5.33125,5.655657,5.66666775,5.32287,5.66666775,5.1307625,5.557721
"A0LJS9",5.1179585,5.353808,5.405912,5.068149,5.30800775,4.794971,5.30800775,5.3673615,5.0909395
"Q74CP9",5.3434235,5.170773,5.381291,4.754738,5.24712575,5.034963,5.24712575,5.25275,4.785535
"Q747J0",5.870297,5.771698,5.8223,5.291013,5.864426,5.189518,5.864426,5.6567885,5.189144
"Q74GB7",6.7157635,7.679828,7.712549,6.616979,6.83777425,6.783689,6.83777425,7.7002375,6.5351945
"Q748K9",5.9784045,5.36888,5.476266,5.780663,5.95129525,5.375918,5.95129525,5.4439885,5.790769
"Q74AG2",5.4055175,5.563423,5.5554865,5.440153,5.14351575,5.040248,5.14351575,5.5631015,5.4465365
"Q74EW5",4.9773865,5.601267,5.550033,4.796166,4.75820925,5.056127,4.75820925,5.683855,5.00746
"Q74AH4",6.1477095,5.056858,5.232187,5.157466,6.13180975,5.172823,6.13180975,5.291226,5.0508425
"A0A0D5NCJ6",5.3524535,4.854639,5.222606,5.025982,5.25378125,5.099107,5.25378125,5.1199185,4.6753425
"Q74AP3",6.0814085,5.908898,5.9976645,6.060018,6.05955675,6.03531,6.05955675,5.8897385,5.8107685
"Q747M5",5.4950305,5.713108,5.589627,5.454128,5.74146225,5.503505,5.74146225,5.521343,5.3937875
"Q748A3",6.6704975,6.167258,5.747886,6.451326,6.56366725,6.497676,6.56366725,6.0438525,6.5194565
"Q74AC5",5.210868,5.20229,5.392031,4.888295,5.110936,5.098559,5.110936,5.199101,4.9616845
"Q74FC0",6.9711795,6.039691,5.870893,6.843307,6.94883275,6.88971,6.94883275,5.967863,6.808005
"Q74H82",5.0367285,5.14655,5.2624265,5.274107,5.08134275,4.582994,5.08134275,5.2687635,5.0770545
"Q749Q9",5.163019,5.051358,5.0249615,4.524971,4.9509205,5.025637,4.9509205,5.3230735,4.9027975
"Q74H88",7.3313395,6.770749,6.5675,7.391394,7.34856375,7.246991,7.34856375,6.745921,7.32486
"A0A0D5N8V5",4.8278975,5.649837,5.6385185,5.140427,5.04128975,5.155993,5.04128975,5.618211,4.927332
"Q74BS8",5.298156,5.468441,5.6085405,4.659794,5.3071535,5.072431,5.3071535,5.2709355,4.8100615
"Q74EI7",7.9920545,8.958019,8.964796,7.991899,7.93602525,8.117105,7.93602525,8.972932,7.9839545
"Q74EV1",4.967486,5.458299,5.5967235,5.248116,5.0547505,4.927431,5.0547505,5.341397,5.210083
"Q74A22",5.2261925,5.365901,5.403284,4.673747,5.20696425,4.695031,5.20696425,5.375222,4.9076745
"Q74BM5",5.3854715,5.42428,5.3754115,5.188317,5.31611525,5.400091,5.31611525,5.315702,5.173359
"Q74AB5",5.7408635,5.561094,5.5013715,5.885129,5.65312525,4.854509,5.65312525,5.341891,5.883348
"Q749K1",4.7206935,5.327934,5.298168,4.918736,4.94891825,5.187146,4.94891825,5.524586,4.768726
"Q747E4",6.2560025,5.340764,5.418139,5.229648,6.07690575,5.232571,6.07690575,5.3578575,5.639646
"P61667",6.0925965,5.232661,5.2687465,5.969178,6.12511725,5.840746,6.12511725,5.2523675,5.916063
"Q74CI5",5.099649,5.175914,5.4003855,5.289677,4.825906,5.066068,4.825906,5.241207,4.99271
"Q74F24",6.1424365,8.732916,8.599818,8.325413,6.02168275,8.045597,6.02168275,8.7047085,8.2070935
"Q74G25",5.171812,5.296502,5.2738615,4.967179,5.2520455,4.724804,5.2520455,5.517156,5.1223575
"Q746V7",5.973625,5.411896,5.294891,5.790482,5.9554435,5.589715,5.9554435,5.2425965,5.7891485
"A0LMH4",4.866343,5.281636,5.2110925,4.992638,4.831371,5.259939,4.831371,5.204786,4.9786465
"Q74AJ5",5.434354,5.514631,5.6222355,5.386779,5.367703,5.171288,5.367703,5.5165145,5.2961675
"Q746V8",4.649438,4.930551,5.3348385,4.384106,4.7571435,4.408939,4.7571435,4.9577475,4.733269
"Q74EH2",7.476246,7.977509,7.971781,7.5252,7.413334,7.445261,7.413334,7.994772,7.3778245
"Q749S8",5.44947,5.477642,5.489053,5.790785,5.4271435,5.167587,5.4271435,5.462551,5.5353175
"Q74C96",7.067409,7.265831,7.181735,6.965004,7.0218775,6.960471,7.0218775,7.270571,6.962942
"Q74DG5",5.9080135,5.067378,5.2053165,5.498048,5.82186225,5.099397,5.82186225,5.244426,5.2815035
"Q74CT4",5.3174105,5.138997,5.4301015,4.840239,5.01123175,5.495148,5.01123175,5.214625,4.730186
"Q74AT9",6.0333285,5.304459,5.3542315,5.483673,5.92164625,4.876412,5.92164625,5.501849,5.600697
"Q74CG6",6.093235,5.186685,5.195332,4.742829,6.2115195,4.879972,6.2115195,5.19227,5.0770045
"Q74DJ0",4.988874,5.228024,5.3827265,5.199695,4.808885,4.900772,4.808885,5.325901,4.813271
"Q748W9",4.847857,5.3557,5.4313885,4.732553,4.5839915,4.945082,4.5839915,5.3292895,4.772643
"Q74F56",5.4149375,4.79819,5.165616,5.374064,5.05362325,4.79835,5.05362325,5.1416615,5.242902
"Q74FQ9",5.9357465,5.471279,5.3309555,5.796408,6.01488175,5.796123,6.01488175,5.4103375,5.712975
"I7EP07",6.1444275,6.356217,5.7457915,5.64914,6.21971125,5.667266,6.21971125,6.1246175,5.7248805
"Q74BG8",5.5866595,5.717354,5.8341805,5.590117,5.67433525,5.654908,5.67433525,6.200938,5.590262
"Q74FC1",5.423824,5.42625,5.488453,5.199118,5.4694445,5.029338,5.4694445,5.3414375,5.201044
"Q74FZ6",6.2674,5.871503,5.873771,6.036309,6.2631385,5.812372,6.2631385,5.742588,5.853152
"Q74FH3",5.9593515,5.828937,5.733733,5.371216,5.91730775,5.674346,5.91730775,5.7439605,5.6160585
"A0LLF6",4.8546045,5.321098,5.42143,4.774926,4.62461125,5.010015,4.62461125,5.3909245,5.261572
"Q74FI5",5.0249505,7.34094,6.927445,6.192791,5.74907275,5.198971,5.74907275,7.10831,5.612447
"Q74D95",6.116238,5.982108,5.6199045,5.677424,6.0941335,6.045127,6.0941335,6.0519325,5.7053265
"Q74EJ0",5.686574,5.534869,5.5256815,5.671627,5.8168985,5.698901,5.8168985,5.4905075,5.7902435
"Q74FI7",5.3313435,5.762685,5.6021165,4.835349,5.16216375,5.308031,5.16216375,5.5753675,5.0003865
"Q74CR1",5.9886745,6.487761,5.9194935,5.198547,5.98616175,5.749783,5.98616175,5.7977,5.5436045
"I7EF63",5.9162915,5.549175,5.5177655,5.383236,6.38353025,5.488523,6.38353025,5.2490105,5.429374
"Q74AJ3",6.19886,5.262997,5.599617,6.526003,6.1275395,6.259164,6.1275395,5.1313205,6.413299
"Q74EZ8",6.009782,5.527684,5.498786,4.917581,5.971594,5.291717,5.971594,5.3033305,5.186879
"Q74AM0",7.4170415,7.339392,7.2219055,7.049915,7.40811525,7.345178,7.40811525,7.242092,7.2342655
"A0A0D5N424",6.5585315,5.111655,5.312932,4.992542,6.58320775,5.00992,6.58320775,5.2481295,5.025622
"Q74C84",6.561706,5.161395,5.276443,6.00762,6.5480185,5.87124,6.5480185,5.132966,5.9530245
"Q74AL6",6.745115,6.499096,6.56737,6.409781,6.690415,6.62632,6.690415,6.545492,6.5587605
"Q74GB9",5.841315,5.51179,5.5045125,5.395483,5.993504,5.474158,5.993504,5.6066745,5.36536
"A0A0D5N3Y9",6.374245,5.659408,5.5242185,6.405637,6.303557,6.143826,6.303557,5.516924,6.1775015
"Q74AW4",6.400716,7.410676,6.199049,5.008455,6.7367585,4.803869,6.7367585,6.390376,4.9753975
"Q74EW7",5.3703955,5.930088,5.746832,5.140051,5.54682675,5.312875,5.54682675,5.7763325,5.284376
"Q74EL6",5.325916,5.19249,5.0879425,5.261609,5.4298505,5.25278,5.4298505,5.319371,5.2636375
"Q74CE9",5.277423,4.79646,5.08402,4.882041,5.0173635,4.767503,5.0173635,5.0726715,4.9110995
"A0LPE6",4.9376565,5.460454,5.488831,5.133071,4.85989275,5.398932,4.85989275,5.464719,5.0676405
"Q74EG4",5.1966355,5.597721,5.415085,4.988531,4.97362525,4.505163,4.97362525,5.4131,4.990056
"Q74FJ0",6.5595255,6.338795,6.527416,4.906711,6.66330375,6.108227,6.66330375,6.387248,5.6822135
"Q748R2",6.7335265,7.236361,7.3849775,6.279211,6.74777225,6.308095,6.74777225,7.308241,6.3595005
"Q74CF6",7.989104,6.871316,6.737647,6.869102,7.879816,6.737415,7.879816,6.8827745,6.706932
"Q74A86",6.3646185,7.851759,7.8630885,4.856126,6.58672875,5.316583,6.58672875,7.8295795,4.8628105
"Q748B0",6.024905,6.242566,6.3175875,5.45826,6.228086,5.196451,6.228086,6.247309,5.16801
"Q74EC9",5.412903,7.273488,7.2818055,5.903291,5.4516135,5.642306,5.4516135,7.296401,5.9657275
"Q74AJ7",5.3089245,5.272069,5.226026,4.911717,5.25041125,4.992509,5.25041125,5.2200625,4.927623
"Q74GS1",8.13124,5.710642,5.709514,4.942546,8.076814,4.960536,8.076814,5.4651285,5.068438
"Q74G48",5.02479,5.488934,5.565293,4.70389,5.116179,5.191441,5.116179,5.5242985,4.8111285
"A0LII5",5.2906915,5.076692,5.2588255,5.062197,5.40787475,5.037103,5.40787475,5.3471145,4.9251385
